MkmProductId;Name;ExpansionName;rarity;Count;Language;Condition;IsFoil;IsSigned;IsAltered;Price
241977;Serra Ascendant;Magic 2011;Rare;1;5;4;0;0;0;13.99
241977;Serra Ascendant;Magic 2011;Rare;1;7;4;0;0;0;14.66
241977;Serra Ascendant;Magic 2011;Rare;1;6;4;0;0;0;13.99
6846;Shahrazad;Arabian Nights;Rare;1;1;3;0;0;0;475.00
12542;Sleight of Hand;Ninth Edition;Common;2;2;6;1;0;0;14.00
15150;Sliver Legion;Future Sight;Rare;1;7;6;0;0;0;50.00
291214;Spell Queller;Eldritch Moon: Promos;Rare;1;3;6;1;0;0;12.50
3662;Spirit of Resistance;Invasion;Rare;1;1;3;1;1;0;55.00
7389;Stone Calendar;The Dark;Rare;1;1;2;0;0;0;18.77
250645;Stony Silence;Innistrad;Rare;1;2;5;1;0;0;10.20
252532;Stromkirk Captain;Dark Ascension;Uncommon;1;7;6;1;0;0;20.99
362;Sundering Titan;Darksteel;Rare;1;1;4;1;0;0;10.21
245383;Sword of Feast and Famine;Mirrodin Besieged;Mythic;1;8;1;0;0;0;22.00
245054;Sword of Fire and Ice;Judge Rewards Promos;Rare;1;1;2;1;0;0;109.03
365;Sword of Light and Shadow;Darksteel;Rare;1;2;3;0;0;0;11.08
375012;Sword of Sinew and Steel;Modern Horizons;Mythic;4;1;6;1;0;0;19.50
15674;Sylvan Library;Renaissance;Uncommon;1;2;3;0;0;0;24.50
3684;Tangle;Invasion;Uncommon;1;5;6;1;0;0;29.95
15145;Tarmogoyf;Future Sight;Rare;1;2;2;0;0;0;14.54
15145;Tarmogoyf;Future Sight;Rare;1;2;4;0;0;0;15.78
17886;Thoughtseize;Lorwyn;Rare;1;1;5;0;0;0;20.52
366180;Through the Breach;Ultimate Box Toppers;Mythic;2;1;6;1;0;0;12.49
7052;Time Elemental;Legends;Rare;1;1;1;0;0;0;30.77
241933;Time Reversal;Magic 2011;Mythic;1;2;6;1;0;0;21.00
14157;Tormod's Crypt;Time Spiral;Time Shifted;1;2;6;1;0;0;79.90
7390;Tormod's Crypt;The Dark;Uncommon;4;1;3;0;0;0;12.38
319228;Twilight Mire;Masters 25;Rare;1;1;6;1;0;0;11.17
245691;Vendilion Clique;Judge Rewards Promos;Rare;2;1;6;1;0;0;37.50
564661;Verdant Catacombs (V.3);Modern Horizons 2: Extras;Rare;1;2;6;1;0;0;29.36
498935;Vesuva;The List;Rare;2;1;6;0;0;0;10.44
15161;Dakmor Salvage;Future Sight;Uncommon;1;4;6;1;0;0;10.98
15000;Intervention Pact;Future Sight;Rare;1;1;4;1;0;0;12.49
15000;Intervention Pact;Future Sight;Rare;1;2;6;1;0;0;99.94
287050;Wastes (V.1);Oath of the Gatewatch;Land;13;2;6;1;0;0;14.99
287051;Wastes (V.3);Oath of the Gatewatch;Land;1;5;4;1;0;0;19.99
14214;Body Double;Planar Chaos;Rare;1;3;6;1;0;0;14.00
1931;Wellwisher;Onslaught;Common;1;8;6;1;0;0;22.50
17997;Dolmen Gate;Lorwyn;Rare;1;1;6;0;0;0;11.50
10187;Wrath of God;Portal;Rare;2;2;4;0;0;0;14.78
814;Blood Moon;Eighth Edition;Rare;1;1;3;0;0;0;10.13
21009;Maelstrom Nexus;Alara Reborn;Mythic;1;1;6;1;0;0;12.98
574708;Overgrown Farmland;Innistrad: Midnight Hunt: Extras;Rare;1;1;6;1;0;0;10.01
18965;Scapeshift;Morningtide;Rare;3;2;5;0;0;0;11.75
8255;Zirilan of the Claw;Mirage;Rare;1;2;5;0;0;0;10.32
249326;Bloodstained Mire;WCD 2003: Peer Kröger;Special;3;1;5;0;0;0;15.00
358259;Pir, Imaginative Rascal;Battlebond;Rare;1;1;6;0;0;0;11.81
259828;Breeding Pool;Gatecrash;Rare;1;7;6;0;0;0;18.29
10113;Devastation;Portal;Rare;1;3;5;0;0;0;21.99
269127;Flooded Strand;Khans of Tarkir;Rare;1;9;6;0;0;0;28.78
9075;Wasteland;Tempest;Uncommon;1;2;3;0;0;0;23.83
9075;Wasteland;Tempest;Uncommon;1;2;6;0;0;0;35.00
248515;Sun Quan, Lord of Wu;From the Vault: Legends;Mythic;1;1;6;1;0;0;24.67
568824;Bruvac the Grandiloquent;The List;Mythic;1;1;6;0;0;0;35.00
290192;Karakas;Eternal Masters;Mythic;1;1;4;1;0;0;50.64
245357;Blightsteel Colossus;Mirrodin Besieged;Mythic;1;6;4;0;0;0;22.90
2256;Seedtime;Judgment;Rare;1;2;6;1;0;0;80.00
284417;Windswept Heath;Zendikar Expeditions;Masterpiece;1;1;3;1;0;0;91.11
292650;Static Orb;Kaladesh Inventions;Masterpiece;4;1;6;1;0;0;70.41
11735;Lin Sivvi, Defiant Hero;Nemesis;Rare;1;3;4;1;0;0;134.59
7894;Force of Will;Alliances;Uncommon;1;1;4;0;0;0;66.99
10667;Rancor;Urza's Legacy;Common;1;2;5;1;0;0;47.00
374460;Force of Vigor;Modern Horizons;Rare;1;1;6;1;0;0;52.50
10629;Unearth;Urza's Legacy;Common;1;1;5;1;0;0;46.71
10629;Unearth;Urza's Legacy;Common;1;1;4;1;0;0;44.23
2438;Karmic Justice;Odyssey;Rare;1;1;5;1;0;0;49.87
11697;Rishadan Port;Mercadian Masques;Rare;1;1;3;0;0;0;35.04
567757;Force of Vigor (V.2);Modern Horizons: Retro Frame Cards;Rare;1;2;6;1;0;0;35.11
11840;Skyshroud Claim;Nemesis;Common;2;1;5;1;0;0;63.99
566865;Murktide Regent;Modern Horizons 2: Extras;Mythic;1;1;6;1;0;0;32.19
2326;Chainer's Edict;Torment;Uncommon;1;1;4;1;0;0;28.09
270729;Sapphire Medallion;Commander 2014;Rare;1;2;6;0;0;0;14.14
1945;Contested Cliffs;Onslaught;Rare;1;3;4;1;0;0;13.29
1732;Peer Pressure;Onslaught;Rare;4;1;5;1;0;0;12.47
1732;Peer Pressure;Onslaught;Rare;1;3;5;1;0;0;11.86
1732;Peer Pressure;Onslaught;Rare;1;4;5;1;0;0;11.26
6898;The Rack;Antiquities;Uncommon;1;1;2;0;0;0;14.75
1132;Sliver Overlord;Scourge;Rare;1;6;6;0;0;0;54.90
2775;Disenchant;Seventh Edition;Common;1;2;4;1;0;0;22.62
289306;Thing in the Ice / Awoken Horror;Shadows over Innistrad: Promos;Rare;1;1;6;1;0;0;10.57
1082;Dragonspeaker Shaman;Scourge;Uncommon;1;1;5;1;0;0;18.90
1956;Starlit Sanctum;Onslaught;Uncommon;1;1;6;1;0;0;14.50
2408;Cabal Coffers;Torment;Uncommon;1;1;4;0;0;0;13.27
1052;Carrion Feeder;Scourge;Common;1;1;5;1;0;0;16.02
11782;Mind Slash;Nemesis;Uncommon;1;3;5;1;0;0;12.06
3081;Static Orb;Seventh Edition;Rare;1;1;6;0;0;0;18.02
7910;Thought Lash;Alliances;Rare;1;1;5;0;0;0;10.68
3909;Mercenary Informer;Prophecy;Rare;1;3;5;1;0;0;19.50
2305;Deep Analysis;Torment;Common;1;1;4;1;0;0;18.78
9779;Winter Orb;Fifth Edition;Rare;1;7;5;0;0;0;12.62
1072;Unspeakable Symbol;Scourge;Uncommon;1;1;6;1;0;0;19.95
3081;Static Orb;Seventh Edition;Rare;1;1;4;0;0;0;11.94
9035;Static Orb;Tempest;Rare;1;1;5;0;0;0;11.94
2220;Lava Dart;Judgment;Common;1;1;4;1;0;0;15.95
360900;Liliana, Untouched by Death;San Diego Comic-Con 2018 Promos;Mythic;1;1;6;1;0;0;120.07
360901;Chandra, Torch of Defiance;San Diego Comic-Con 2018 Promos;Mythic;1;1;6;1;0;0;129.95
360902;Nissa, Vital Force;San Diego Comic-Con 2018 Promos;Mythic;1;1;6;1;0;0;102.94
12184;Shinka, the Bloodsoaked Keep;Champions of Kamigawa;Rare;1;2;4;1;0;0;79.80
12184;Shinka, the Bloodsoaked Keep;Champions of Kamigawa;Rare;1;3;5;1;0;0;95.00
12028;Hall of the Bandit Lord;Champions of Kamigawa;Rare;1;4;4;1;0;0;69.50
360898;Gideon of the Trials;San Diego Comic-Con 2018 Promos;Mythic;1;1;6;1;0;0;31.51
360899;Jace, Cunning Castaway;San Diego Comic-Con 2018 Promos;Mythic;1;1;6;1;0;0;28.66
12107;Marrow-Gnawer;Champions of Kamigawa;Rare;1;1;4;1;0;0;37.99
12972;Breeding Pool;Dissension;Rare;1;1;4;0;0;0;17.22
13269;Steam Vents;Guildpact;Rare;1;2;4;0;0;0;15.95
12873;Ninja of the Deep Hours;Betrayers of Kamigawa;Common;2;2;4;1;0;0;25.00
489;Engineered Explosives;Fifth Dawn;Rare;1;2;4;0;0;0;12.95
359968;Scapeshift;Core 2019;Mythic;1;1;5;0;0;0;12.83
478;Blasting Station;Fifth Dawn;Uncommon;3;1;2;1;0;0;10.64
365;Sword of Light and Shadow;Darksteel;Rare;1;5;4;0;0;0;10.97
12665;Freed from the Real;Saviors of Kamigawa;Common;1;1;5;1;0;0;10.78
12869;Mistblade Shinobi;Betrayers of Kamigawa;Common;4;1;4;1;0;0;12.95
12122;Myojin of Seeing Winds;Champions of Kamigawa;Rare;1;3;4;1;0;0;10.95
14059;Arena;Time Spiral;Time Shifted;1;1;4;1;0;0;10.13
12958;Azorius Chancery;Dissension;Common;1;1;6;1;0;0;23.99
13222;Orzhov Basilica;Guildpact;Common;1;1;6;1;0;0;24.99
674306;Talisman of Indulgence (V.1);Secret Lair Drop Series: August Superdrop 2022;Rare;3;1;6;0;0;0;10.50
674322;Talisman of Progress (V.1);Secret Lair Drop Series: August Superdrop 2022;Rare;4;1;6;0;0;0;10.46
674971;Grim Tutor;Secret Lair Drop Series: Fortnite;Mythic;4;1;6;0;0;0;15.32
674975;Triumph of the Hordes;Secret Lair Drop Series: Fortnite;Rare;4;1;6;0;0;0;26.48
581287;Mother of Runes (V.4);Secret Lair Drop Series: All-Natural, Totally Refreshing Superdrop;Rare;2;1;6;1;0;0;18.00
581283;Mother of Runes (V.2);Secret Lair Drop Series: All-Natural, Totally Refreshing Superdrop;Rare;3;1;6;1;0;0;10.86
581274;Mother of Runes (V.1);Secret Lair Drop Series: All-Natural, Totally Refreshing Superdrop;Rare;1;1;6;1;0;0;10.35
431289;Thassa's Oracle;Theros Beyond Death;Rare;1;1;6;1;0;0;22.84
650830;Ancient Brass Dragon;Commander Legends: Battle for Baldur's Gate;Mythic;1;1;6;0;0;0;17.05
420491;Purphoros, God of the Forge;Mystery Booster;Mythic;3;1;6;0;0;0;13.81
571054;Den of the Bugbear;Adventures in the Forgotten Realms: Extras;Rare;1;1;6;1;0;0;15.99
685704;Sliver Legion (V.1);Secret Lair Drop Series: Extra Life 2022;Mythic;4;1;6;0;0;0;39.99
12107;Marrow-Gnawer;Champions of Kamigawa;Rare;2;2;4;0;0;0;17.45
380154;Scheming Symmetry (V.1);Core 2020: Extras;Rare;1;1;6;1;0;0;12.90
556296;Adrix and Nev, Twincasters;Commander: Strixhaven;Mythic;1;1;4;1;0;0;13.46
685700;Birds of Paradise (V.2);Secret Lair Drop Series: Extra Life 2022;Rare;4;1;6;0;0;0;14.81
685699;Birds of Paradise (V.1);Secret Lair Drop Series: Extra Life 2022;Rare;3;1;6;0;0;0;14.15
685703;Sliver Legion (V.2);Secret Lair Drop Series: Extra Life 2022;Mythic;4;1;6;0;0;0;27.49
16483;Crucible of Worlds;Tenth Edition;Rare;1;7;5;0;0;0;15.61
13721;Snow-Covered Forest;Coldsnap;Land;1;8;6;1;0;0;12.01
530687;The World Tree;Kaldheim: Extras;Rare;1;1;6;1;0;0;11.89
688354;Birds of Paradise (V.1);Dominaria Remastered: Extras;Rare;1;1;6;1;0;0;42.42
688478;No Mercy (V.1);Dominaria Remastered: Extras;Mythic;2;1;6;1;0;0;13.60
688392;Enlightened Tutor;Dominaria Remastered;Rare;1;1;6;1;0;0;16.72
688575;Worldly Tutor;Dominaria Remastered;Rare;1;1;6;1;0;0;10.04
688517;Sneak Attack;Dominaria Remastered: Extras;Mythic;1;1;6;1;0;0;21.75
688561;Vampiric Tutor (V.1);Dominaria Remastered: Extras;Mythic;1;1;6;0;0;0;33.57
497945;Enlightened Tutor;The List;Uncommon;1;1;4;0;0;0;17.56
547766;Wastes;Time Spiral Remastered: Extras;Time Shifted;1;2;6;1;0;0;20.00
261934;Summoner's Pact;Modern Masters;Rare;1;1;5;1;0;0;16.52
564642;Marsh Flats;Modern Horizons 2;Rare;1;1;6;1;0;0;18.02
664853;Emrakul, the Aeons Torn;Double Masters 2022;Mythic;1;1;6;0;0;0;19.45
432489;Heliod's Intervention;Theros Beyond Death: Extras;Rare;1;1;6;1;0;0;17.00
557953;Unbound Flourishing;The List;Mythic;2;1;6;0;0;0;12.94
269125;Windswept Heath;Khans of Tarkir;Rare;1;1;2;1;0;0;35.00
294761;Metallic Mimic;Aether Revolt;Rare;1;1;6;1;0;0;12.91
287307;Thought-Knot Seer;Oath of the Gatewatch;Rare;3;1;6;1;0;0;13.89
287307;Thought-Knot Seer;Oath of the Gatewatch;Rare;1;1;4;1;0;0;12.93
18894;Maralen of the Mornsong;Morningtide;Rare;1;2;5;0;0;0;12.25
17979;Timber Protector;Lorwyn;Rare;1;2;6;0;0;0;12.84
557088;Blue Sun's Zenith (V.2);Mystical Archive;Mythic;1;7;6;1;0;0;15.19
12967;Blood Crypt;Dissension;Rare;1;1;4;0;0;0;18.00
245368;Inkmoth Nexus;Mirrodin Besieged;Rare;1;1;5;0;0;0;23.48
271444;Ugin, the Spirit Dragon;Fate Reforged;Mythic;1;1;6;0;0;0;26.00
247992;Ponder;Magic 2012;Common;1;1;5;1;0;0;20.42
510785;Scroll Rack;Commander Legends;Mythic;1;1;6;0;0;0;20.13
298691;Razaketh, the Foulblooded;Hour of Devastation;Mythic;1;1;4;0;0;0;10.01
17843;Boggart Harbinger;Lorwyn;Uncommon;1;2;3;1;0;0;22.00
467834;Baneslayer Angel;Core 2021: Extras;Mythic;1;1;6;0;0;0;10.46
